repo,url,how,evidence_url
mathilfiker/ml_for_charges,https://github.com/mathilfiker/ml_for_charges,import openff.toolkit (Python),https://github.com/mathilfiker/ml_for_charges/blob/e8407cc7e500d89cf66ed0673d6cd7421ab5637d/ahfe_calculations/example_transformation.py
matta-research-group/SwiftPol,https://github.com/matta-research-group/SwiftPol,import openff.toolkit (Python),https://github.com/matta-research-group/SwiftPol/blob/8f8d048fdafa3f33a9c2a7fab58c3d6dbebb1487/swiftpol/demo.py
matteoferla/DTC-compchem-practical,https://github.com/matteoferla/DTC-compchem-practical,import openff.toolkit (Jupyter notebook),https://github.com/matteoferla/DTC-compchem-practical/blob/64634b88c69dc1c473b597231414ede4fc0c9aae/2023-notebooks/2-molecular-mechanics.ipynb
matteoferla/Fragmenstein,https://github.com/matteoferla/Fragmenstein,from openff.toolkit import ... (Python),https://github.com/matteoferla/Fragmenstein/blob/d4e72caea935b2e8824a4e27caada5f04bb2432e/fragmenstein/openmm/fritz.py
matteoferla/Fragment-hit-follow-up-chemistry,https://github.com/matteoferla/Fragment-hit-follow-up-chemistry,import openff.toolkit (Python),https://github.com/matteoferla/Fragment-hit-follow-up-chemistry/blob/363cb62a025035b235114be56d5a2ad515e7c81e/fragment_elaboration_scripts/md_run.py
mbdx6cw3/CSD-MD,https://github.com/mbdx6cw3/CSD-MD,import openff.toolkit (Python),https://github.com/mbdx6cw3/CSD-MD/blob/d8e6d2829be09d5c412fbc3e281662e6bb70c97e/molecular_dynamics.py
mdsiamahmed26/Bioinformatics,https://github.com/mdsiamahmed26/Bioinformatics,import openff.toolkit (Jupyter notebook),https://github.com/mdsiamahmed26/Bioinformatics/blob/2800924d6ab7efe267932c0ecc7787a55c5d2c4e/Protein_ligand(simulation).ipynb
meyresearch/EZDock,https://github.com/meyresearch/EZDock,openff-toolkit in requirements.txt,https://github.com/meyresearch/EZDock/blob/dea535bb36a6d41027e6f11f349d2d294fba20d2/requirements.txt
michellab/AMMo,https://github.com/michellab/AMMo,openff-toolkit in environment.yml,https://github.com/michellab/AMMo/blob/6282661d5d047a1216f4eb76182cdc717b588770/environment.yml
michellab/BioSimSpace,https://github.com/michellab/BioSimSpace,import openff.toolkit (Python),https://github.com/michellab/BioSimSpace/blob/6a36648e1f2e95ee6de35b2e6c9ac32f201c2bc8/python/BioSimSpace/Parameters/_Protocol/_amber.py
michellab/Stapline,https://github.com/michellab/Stapline,import openff.toolkit (Python),https://github.com/michellab/Stapline/blob/1c13a7ddc4dbee446a5cc13695969234bb786503/parameterisation_scripts/torsion_fitting/utils_toolkit.py
michellab/emle-bespoke,https://github.com/michellab/emle-bespoke,import openff.toolkit (Python),https://github.com/michellab/emle-bespoke/blob/d2b381545c476a71a69f277ccec149c97bff1e00/src/emle_bespoke/lj/_lj_potential.py
michellab/fes-ml,https://github.com/michellab/fes-ml,import openff.toolkit (Python),https://github.com/michellab/fes-ml/blob/9f39f47f231147e7011288cafeff5a386546d7ad/src/fes_ml/alchemical/modifications/custom_lj.py
mikemhenry/openfe-notebooks,https://github.com/mikemhenry/openfe-notebooks,import openff.toolkit (Jupyter notebook),https://github.com/mikemhenry/openfe-notebooks/blob/a9b6a897da4c92d2ff2182908ee3cff4d72071a5/notebooks/OpenFF%20Interchange%20Demo.ipynb
milkman1017/Ribose-Chirality-MD,https://github.com/milkman1017/Ribose-Chirality-MD,import openff.toolkit (Python),https://github.com/milkman1017/Ribose-Chirality-MD/blob/26fe854a058ef5314f50ea2cec54d8c0a307dc98/torsion_umbrella.py
mizuno-group/MolecularDynamics,https://github.com/mizuno-group/MolecularDynamics,import openff.toolkit (Python),https://github.com/mizuno-group/MolecularDynamics/blob/2b3f7d12f60cd3d684958d26eb2fc24271d5929c/module/openmm_MD/simulation.py
mliu1204/clash_bot,https://github.com/mliu1204/clash_bot,openff-toolkit in environment.yml,https://github.com/mliu1204/clash_bot/blob/e4cebf39414a4946093c077eba6498bf765f8229/environment.yml
modernatx/rna_theophylline_free_energy_calculations,https://github.com/modernatx/rna_theophylline_free_energy_calculations,import openff.toolkit (Python),https://github.com/modernatx/rna_theophylline_free_energy_calculations/blob/dfe56c807f53c1bb8682bba04cbdeac4a423f917/fe_calcs_with_3_mg/2-theophylline/1-55NaCl_3Mg/2-OpenFF_40winCmplx_30winLig/1-rep1/2-sim_run/test/gen_openFF.py
molecularmodelinglab/bigbind,https://github.com/molecularmodelinglab/bigbind,import openff.toolkit (Python),https://github.com/molecularmodelinglab/bigbind/blob/94eace8ce7fd7dfa2e114337d13f2321e5d57350/baselines/minimize_struct.py
molecularmodelinglab/lfm,https://github.com/molecularmodelinglab/lfm,import openff.toolkit (Python),https://github.com/molecularmodelinglab/lfm/blob/1e18854ebbcde5108098ef3f0f7131848c216f71/common/pmf_screen.py
molecularmodelinglab/plantain,https://github.com/molecularmodelinglab/plantain,import openff.toolkit (Python),https://github.com/molecularmodelinglab/plantain/blob/b058a1ed58e68aafcd24c72cb6caa567757d72e4/scripts/ff_bigbind_struct.py
molmod/openmm-tutorial-msbs,https://github.com/molmod/openmm-tutorial-msbs,import openff.toolkit (Jupyter notebook),https://github.com/molmod/openmm-tutorial-msbs/blob/22aa14df0e20679ddcaa8d1e084ce633dc60a53c/07_ligands/02_ibuprofen_solvent.ipynb
momokchung/forcebalance,https://github.com/momokchung/forcebalance,import openff.toolkit (Python),https://github.com/momokchung/forcebalance/blob/65d9838510c7c2c71751431e63d5b358edc8af65/src/recharge_io.py
mosdef-hub/foyer,https://github.com/mosdef-hub/foyer,import openff.toolkit (Python),https://github.com/mosdef-hub/foyer/blob/3ef15e86b379c7592d96699af55fcf921ac113fd/foyer/topology_graph.py
n-kristovskiy/AI_param_tool,https://github.com/n-kristovskiy/AI_param_tool,import openff.toolkit (Python),https://github.com/n-kristovskiy/AI_param_tool/blob/c6a6a98668ca34c6edfd8168fef1fa4d7dae8ba1/espaloma-charge/scripts/spice/_inspect.py
naotriste-chenli/research-mlsr,https://github.com/naotriste-chenli/research-mlsr,import openff.toolkit (Python),https://github.com/naotriste-chenli/research-mlsr/blob/21a5dae96cdb1cf0625ff83e3b71c7e5e6b83646/RHINOS/python_scripts/ligand.py
nikitafedik/ml_tps_si,https://github.com/nikitafedik/ml_tps_si,import openff.toolkit (Jupyter notebook),https://github.com/nikitafedik/ml_tps_si/blob/49d4d7d47a0ed2550c9d3e3e68cb036f176ea91c/scripts/get_E_F/get_sage_E_F.ipynb
ntBre/benchmarking,https://github.com/ntBre/benchmarking,import openff.toolkit (Python),https://github.com/ntBre/benchmarking/blob/ae2d49a20c3e7391ee60b725465cee129b5f0e6d/subset.py
ntBre/chembl-search,https://github.com/ntBre/chembl-search,import openff.toolkit (Python),https://github.com/ntBre/chembl-search/blob/98cbd9b92f58a5cf074ceb949c28a9172c37c55c/python/check_coverage.py
ntBre/curato,https://github.com/ntBre/curato,import openff.toolkit (Python),https://github.com/ntBre/curato/blob/8f1eb62c6a167a67d9530dbb7fd3ea40dbd2209f/cura/store.py
ntBre/garage-door,https://github.com/ntBre/garage-door,import openff.toolkit (Python),https://github.com/ntBre/garage-door/blob/1e9e1b3b29b1a79da82764cda38a0abc47cdfaf6/python/speed.py
ntBre/lipoma,https://github.com/ntBre/lipoma,import openff.toolkit (Python),https://github.com/ntBre/lipoma/blob/bde14191b1b4dd76e0be0af94b7fbe89d423c830/twod.py
ntBre/openff-benchmarks,https://github.com/ntBre/openff-benchmarks,import openff.toolkit (Python),https://github.com/ntBre/openff-benchmarks/blob/b3e8611a860c139b5ed13f80c798eaf29ce57b80/main.py
ntBre/vflib,https://github.com/ntBre/vflib,import openff.toolkit (Python),https://github.com/ntBre/vflib/blob/c99492208f659f8492485c71bb5b20e231a116e5/vflib/curate.py
numpde/playground,https://github.com/numpde/playground,import openff.toolkit (Python),https://github.com/numpde/playground/blob/a146305a0d3f28fae14be91723f706d2fbf494d6/20251031-MD-NMR/b_vacuum.py
ocmadin/LJ_surrogates,https://github.com/ocmadin/LJ_surrogates,import openff.toolkit (Python),https://github.com/ocmadin/LJ_surrogates/blob/7f236408408b1d669a47f37d3586b8b5fb3e1164/LJ_surrogates/surrogates/collate_data.py
oess/orionmdcore,https://github.com/oess/orionmdcore,import openff.toolkit (Python),https://github.com/oess/orionmdcore/blob/150b266370dcb3a8d3ecaa66ec5723ddada67f4f/orionmdcore/forcefield/utils.py
ojcharles/notebooks,https://github.com/ojcharles/notebooks,import openff.toolkit (Jupyter notebook),https://github.com/ojcharles/notebooks/blob/263b8d2546eae263547778c6bb40895bbe39a58b/DrugDesign_4_MD.ipynb
olsson-group/sma-md,https://github.com/olsson-group/sma-md,from openff.toolkit import ... (Python),https://github.com/olsson-group/sma-md/blob/f06512850f7aac00a709daa6631b07849cb555a8/energy_evaluation.py
olsson-group/thermodynamic-interpolation,https://github.com/olsson-group/thermodynamic-interpolation,import openff.toolkit (Python),https://github.com/olsson-group/thermodynamic-interpolation/blob/b42acac872b17e85a364828419ee833ec30f7347/mdqm9/analysis/eval_energy.py
olsson-group/transBG,https://github.com/olsson-group/transBG,from openff.toolkit import ... (Python),https://github.com/olsson-group/transBG/blob/3b833e2e1463bb20bbad76f9e8c5605b9e11ddbb/utils/conf_energy.py
omsf/OpenPharmMDFlow,https://github.com/omsf/OpenPharmMDFlow,import openff.toolkit (Python),https://github.com/omsf/OpenPharmMDFlow/blob/95149b0918ec68ebc974877fbe53c27e1442b9f6/openpharmmdflow/io/cif.py
omsf/joint-demo,https://github.com/omsf/joint-demo,import openff.toolkit (Python),https://github.com/omsf/joint-demo/blob/8fe4145dd3255c961d04bb16c00f39ecd768dc71/ptm_prototype.py
openforcefield/2021-benchmarking-workshop,https://github.com/openforcefield/2021-benchmarking-workshop,import openff.toolkit (Jupyter notebook),https://github.com/openforcefield/2021-benchmarking-workshop/blob/9dae156b4e98d0169bbc60380f1a7e5f24374b2f/workshop.ipynb
openforcefield/2023-workshop-vignettes,https://github.com/openforcefield/2023-workshop-vignettes,import openff.toolkit (Jupyter notebook),https://github.com/openforcefield/2023-workshop-vignettes/blob/db9feca2c11d216331a31f90515580798541ac14/G-retrieve-qcarchive-torsiondrive.ipynb
openforcefield/2026-virtual-workshops,https://github.com/openforcefield/2026-virtual-workshops,import openff.toolkit (Jupyter notebook),https://github.com/openforcefield/2026-virtual-workshops/blob/953eae7d2896ac8ad461055087156c9a408e824e/ptm/ptm-workshop.ipynb
openforcefield/MPID_plugin,https://github.com/openforcefield/MPID_plugin,import openff.toolkit (Python),https://github.com/openforcefield/MPID_plugin/blob/0e8a1a59dd26637845e1d02db587519110b5172c/mpid_plugin/nonbonded.py
openforcefield/amber-ff-porting,https://github.com/openforcefield/amber-ff-porting,import openff.toolkit (Python),https://github.com/openforcefield/amber-ff-porting/blob/c6d3412f5c94cd1c3ed1b8b6ba56909fe4706080/parameter_deduplication/amberimpropertorsionhandler.py
openforcefield/anything-goes,https://github.com/openforcefield/anything-goes,import openff.toolkit (Python),https://github.com/openforcefield/anything-goes/blob/27713334dbc11455df61c39a9b6481722b26c3ad/nagl-biopolymer/run.py
openforcefield/ash-sage-rc2,https://github.com/openforcefield/ash-sage-rc2,import openff.toolkit (Python),https://github.com/openforcefield/ash-sage-rc2/blob/00c9524d38af53725a1a18feb3433f5c191cdb4a/04_benchmark/qm/get-all-to-all-dde.py
openforcefield/ashgc-v1.0-fit,https://github.com/openforcefield/ashgc-v1.0-fit,import openff.toolkit (Python),https://github.com/openforcefield/ashgc-v1.0-fit/blob/6edaf2e9633db8cd39e2a6f32c267a53d349eb30/01_curate-data/02_filtered/filter_smiles.py
openforcefield/back-to-school-jen,https://github.com/openforcefield/back-to-school-jen,import openff.toolkit (Python),https://github.com/openforcefield/back-to-school-jen/blob/b1c561395a1717b452b3ae97f580ed58c888611c/4_make_offxmls/from_finlay/process_mmcomponents.py
openforcefield/back-to-school-josh,https://github.com/openforcefield/back-to-school-josh,import openff.toolkit (Python),https://github.com/openforcefield/back-to-school-josh/blob/94c64fa26dcc34aa37a07ba005f8a4608033b4a4/packages/src/back_to_school_josh/qcsubmit.py
openforcefield/back-to-school-matt,https://github.com/openforcefield/back-to-school-matt,import openff.toolkit (Python),https://github.com/openforcefield/back-to-school-matt/blob/5fecc8d642f73f3b3674546dc7c18a6c153014e5/04_benchmark-phys-prop/phys-prop/benchmark.py
openforcefield/besmarts-smee-refit,https://github.com/openforcefield/besmarts-smee-refit,import openff.toolkit (Jupyter notebook),https://github.com/openforcefield/besmarts-smee-refit/blob/3e5ec374589d506e7c6d83099cc0db9f00ed40f5/data/curate-and-convert-training-data.ipynb
openforcefield/ccpbiosim-2023,https://github.com/openforcefield/ccpbiosim-2023,import openff.toolkit (Python),https://github.com/openforcefield/ccpbiosim-2023/blob/70dc2e51a39628d22b0958f051cba02298e74db9/notebooks/viz.py
openforcefield/cheminformatics-toolkit-equivalence,https://github.com/openforcefield/cheminformatics-toolkit-equivalence,import openff.toolkit (Jupyter notebook),https://github.com/openforcefield/cheminformatics-toolkit-equivalence/blob/61cf5119de46cae02a83ac26d621e42abebd3ac1/2021_01_09_davel_investigation/3d_equivalence_testing_final.ipynb
openforcefield/descent,https://github.com/openforcefield/descent,import openff.toolkit (Python),https://github.com/openforcefield/descent/blob/40d40519408d9f0cf2ba6da1f68e2900791e003b/descent/tests/test_train.py
openforcefield/dimsim,https://github.com/openforcefield/dimsim,import openff.toolkit (Python),https://github.com/openforcefield/dimsim/blob/2ce1d4be65c818a44235b00cf9ffe63bb9c26cdf/dimsim/coordinates/box.py
openforcefield/diverse-dataset-discovery,https://github.com/openforcefield/diverse-dataset-discovery,import openff.toolkit (Python),https://github.com/openforcefield/diverse-dataset-discovery/blob/4aac2c7fc6be7c00e551315eaf801d31cb0ed622/discoset/generate_new_patterns.py
openforcefield/interchange-regression-testing,https://github.com/openforcefield/interchange-regression-testing,import openff.toolkit (Python),https://github.com/openforcefield/interchange-regression-testing/blob/443480732f5caf3fc63f5442fdd763176c63e72f/value-propagation/check-values-propagate.py
openforcefield/interchange-workshop-2022,https://github.com/openforcefield/interchange-workshop-2022,import openff.toolkit (Jupyter notebook),https://github.com/openforcefield/interchange-workshop-2022/blob/ded3498a05bead7a2484e12d2ac08ff75a9dee4f/notebooks/exports.ipynb
openforcefield/openff-bespokefit,https://github.com/openforcefield/openff-bespokefit,import openff.toolkit (Python),https://github.com/openforcefield/openff-bespokefit/blob/a6e6a72b20a92d7df3dad745dc7e070607366379/openff/bespokefit/utilities/molecule.py
openforcefield/openff-docs,https://github.com/openforcefield/openff-docs,import openff.toolkit (Python),https://github.com/openforcefield/openff-docs/blob/b72f8d62d65b0185d470197209981178e016d2e8/source/_ext/check_python_codeblocks.py
openforcefield/openff-evaluator,https://github.com/openforcefield/openff-evaluator,import openff.toolkit (Python),https://github.com/openforcefield/openff-evaluator/blob/ce16d4b5c69f4d1d10af501ca6402c654bb08a57/openff/evaluator/workflow/workflow.py
openforcefield/openff-forcefields,https://github.com/openforcefield/openff-forcefields,import openff.toolkit (Python),https://github.com/openforcefield/openff-forcefields/blob/1ddd930905d5e781640a43c9fce006bcafbb9c8e/scripts/add_xe_vdw.py
openforcefield/openff-fragmenter,https://github.com/openforcefield/openff-fragmenter,import openff.toolkit (Python),https://github.com/openforcefield/openff-fragmenter/blob/f32da8d3e52d7fe6dc3be2ed953791722cf745c8/openff/fragmenter/fragment.py
openforcefield/openff-interchange,https://github.com/openforcefield/openff-interchange,import openff.toolkit (Python),https://github.com/openforcefield/openff-interchange/blob/d982ea400c2382e96a2b432b3493d5209a238bd2/benchmarks/mixed-solvent.py
openforcefield/openff-nagl,https://github.com/openforcefield/openff-nagl,import openff.toolkit (Python),https://github.com/openforcefield/openff-nagl/blob/c6c2086e53ec4b3ffee3ae61a8aa3b15d44a182c/openff/nagl/molecule/_graph/_graph.py
openforcefield/openff-nagl-models,https://github.com/openforcefield/openff-nagl-models,import openff.toolkit (Python),https://github.com/openforcefield/openff-nagl-models/blob/ebda48f9627e4c4e133af9a8f09e69999c71eb34/docs/conf.py
openforcefield/openff-pablo,https://github.com/openforcefield/openff-pablo,import openff.toolkit (Python),https://github.com/openforcefield/openff-pablo/blob/fb364e9a9c0bdbde1262d1e822fe13d823033f40/openff/pablo/_rdkit.py
openforcefield/openff-packmol,https://github.com/openforcefield/openff-packmol,import openff.toolkit (Python),https://github.com/openforcefield/openff-packmol/blob/73d9268cb2b235925fe1ea1bea7a459dd0205e41/openff/packmol/_tests/__init__.py
openforcefield/openff-qcsubmit,https://github.com/openforcefield/openff-qcsubmit,import openff.toolkit (Python),https://github.com/openforcefield/openff-qcsubmit/blob/25fdc7d30e74c01211fd7df18338e60db6a072fd/openff/qcsubmit/validators.py
openforcefield/openff-recharge,https://github.com/openforcefield/openff-recharge,import openff.toolkit (Python),https://github.com/openforcefield/openff-recharge/blob/d76a58de4c5122f55f137612ee3179f2eff5dc15/openff/recharge/charges/qc.py
openforcefield/openff-sage,https://github.com/openforcefield/openff-sage,import openff.toolkit (Python),https://github.com/openforcefield/openff-sage/blob/a6a061ba8ebc144e3fda46f5f7a9e7a352b9cd2f/scripts/setup-g-solv-benchmarks.py
openforcefield/openff-sphinx-theme,https://github.com/openforcefield/openff-sphinx-theme,openff-toolkit in environment.yml,https://github.com/openforcefield/openff-sphinx-theme/blob/3b5d7fc79808d850bcaab83a8c8965758655a5f9/docs/environment.yml
openforcefield/openff-toolkit,https://github.com/openforcefield/openff-toolkit,import openff.toolkit (Python),https://github.com/openforcefield/openff-toolkit/blob/5b91bcdf96b204d1bfda63eca14eb5ee4563aaae/docs/conf.py
openforcefield/polymer_examples,https://github.com/openforcefield/polymer_examples,import openff.toolkit (Python),https://github.com/openforcefield/polymer_examples/blob/4738e7bb05483c9eaa191e158126e8abbdd73fbd/validation_with_old_tk/compare_data.py
openforcefield/protein-ligand-benchmark,https://github.com/openforcefield/protein-ligand-benchmark,from openff.toolkit import ... (Python),https://github.com/openforcefield/protein-ligand-benchmark/blob/fd88824f9114244f95a14b485e6d6c96c1de716d/plbenchmark/ligands.py
openforcefield/protein-nmr-fit,https://github.com/openforcefield/protein-nmr-fit,import openff.toolkit (Python),https://github.com/openforcefield/protein-nmr-fit/blob/686d0da03fe9ad1cb1f044ad5ccbe672f802f089/fit-cumulative-nmr-observables.py
openforcefield/protein-param-fit,https://github.com/openforcefield/protein-param-fit,import openff.toolkit (Python),https://github.com/openforcefield/protein-param-fit/blob/3173acd3a456d03e57677ca018b28ba7b8be8007/library-charges/aa_library_charges.py
openforcefield/proteinbenchmark,https://github.com/openforcefield/proteinbenchmark,import openff.toolkit (Python),https://github.com/openforcefield/proteinbenchmark/blob/127e75edc25637e8b2199e7c7e65ad7038fdde61/proteinbenchmark/analysis.py
openforcefield/ptm_prototype,https://github.com/openforcefield/ptm_prototype,import openff.toolkit (Jupyter notebook),https://github.com/openforcefield/ptm_prototype/blob/401e3b8114c5797782283ec30805d8c65b59ff9d/ptm_sim.ipynb
openforcefield/qca-dataset-submission,https://github.com/openforcefield/qca-dataset-submission,import openff.toolkit (Python),https://github.com/openforcefield/qca-dataset-submission/blob/a9f5413403b519a64afa2407d684cf4603a5c272/submissions/2024-12-03-OpenFF-Organometallics-Exploratory-Optimization-Dataset/main.py
openforcefield/qca-dataset-submission-next-test,https://github.com/openforcefield/qca-dataset-submission-next-test,import openff.toolkit (Python),https://github.com/openforcefield/qca-dataset-submission-next-test/blob/7a0a43fe88be2c1c961515d1d84de3ecf3ad0b79/submissions/2022-02-02-OpenFF-ESP-Industry-Benchmark-Set-v1.0-optimization-set/generate.py
openforcefield/rdkit_ugm_2024_demo,https://github.com/openforcefield/rdkit_ugm_2024_demo,openff-toolkit in environment.yml,https://github.com/openforcefield/rdkit_ugm_2024_demo/blob/1d0c3a2f746276375457516bdcfd6d74a6c0b101/environment.yml
openforcefield/rdkit_ugm_2025_demo,https://github.com/openforcefield/rdkit_ugm_2025_demo,openff-toolkit in environment.yml,https://github.com/openforcefield/rdkit_ugm_2025_demo/blob/7a678346254e0d23d45118dec1116e1059aa619e/environment.yml
openforcefield/sage-2.1.0,https://github.com/openforcefield/sage-2.1.0,import openff.toolkit (Python),https://github.com/openforcefield/sage-2.1.0/blob/2e36839ec4fa27af39cdbb69ff3ec87584efc0a9/inputs-and-outputs/2.1.0-check-parameter-coverage.py
openforcefield/sage-2.2.0,https://github.com/openforcefield/sage-2.2.0,import openff.toolkit (Python),https://github.com/openforcefield/sage-2.2.0/blob/8462e194b4aa8cbaf96af610785cc758a44a7468/05_benchmark_forcefield/remove_cosmetic_attributes.py
openforcefield/sage-2.2.1,https://github.com/openforcefield/sage-2.2.1,import openff.toolkit (Python),https://github.com/openforcefield/sage-2.2.1/blob/b70c449e3a98e40f0b6e4c6b2f27932fce47be42/03_generate-initial-ff/create-msm-ff.py
openforcefield/sage-2.3.0,https://github.com/openforcefield/sage-2.3.0,import openff.toolkit (Python),https://github.com/openforcefield/sage-2.3.0/blob/d35cdef6151505c6df56d8988c5d425ea9cc7154/sage-2.2.1-tm-sdata/05_benchmark-forcefield/process_bm/filter_bm_smarts.py
openforcefield/smee,https://github.com/openforcefield/smee,import openff.toolkit (Python),https://github.com/openforcefield/smee/blob/0d0b42d2096b27ea518bc24c18979b40de5ce93e/smee/tests/mm/conftest.py
openforcefield/smirnoff-plugins,https://github.com/openforcefield/smirnoff-plugins,import openff.toolkit (Python),https://github.com/openforcefield/smirnoff-plugins/blob/89a366280037a3dc3aa4f1cd727f6126ba5d3ddf/smirnoff_plugins/collections/valence.py
openforcefield/symposium_2024_demo,https://github.com/openforcefield/symposium_2024_demo,openff-toolkit in environment.yml,https://github.com/openforcefield/symposium_2024_demo/blob/97c54c6b0dc9023583040205b46554d719d94d10/colab-environment.yml
openforcefield/yammbs,https://github.com/openforcefield/yammbs,import openff.toolkit (Python),https://github.com/openforcefield/yammbs/blob/d92a6495a9945fcebff5bcd9214ee477f58392d9/yammbs/_base/array.py
openforcefield/yammbs-dataset-submission,https://github.com/openforcefield/yammbs-dataset-submission,import openff.toolkit (Python),https://github.com/openforcefield/yammbs-dataset-submission/blob/aee993af96c9dccb478ddabeb9e9b3537845c7a7/torsions.py
openkinome/kinoml,https://github.com/openkinome/kinoml,import openff.toolkit (Python),https://github.com/openkinome/kinoml/blob/17172bfbc032b548b58c5bf33a40fe2448100baf/kinoml/core/ligands.py
openmm/nutmeg,https://github.com/openmm/nutmeg,import openff.toolkit (Python),https://github.com/openmm/nutmeg/blob/8aac963f989545e6fd27b21eb854c36b4a1e46a4/source/create_dataset.py
openmm/openmm_workshops,https://github.com/openmm/openmm_workshops,import openff.toolkit (Jupyter notebook),https://github.com/openmm/openmm_workshops/blob/41e1a8b3c3ba8ba9e9e8c747595f7b9c04a8aab3/section_1/protein_ligand_complex.ipynb
openmm/spice-dataset,https://github.com/openmm/spice-dataset,import openff.toolkit (Python),https://github.com/openmm/spice-dataset/blob/f14beb39133f25b19eb3df16cc377abd61b9ae90/water/createWater.py
orionarcher/pymatgen-io-openmm,https://github.com/orionarcher/pymatgen-io-openmm,import openff.toolkit (Python),https://github.com/orionarcher/pymatgen-io-openmm/blob/eb7f5737deb6902730ec4b8e99a1ff931251d9d0/pymatgen/io/openmm/utils.py
osram90/whisper,https://github.com/osram90/whisper,import openff.toolkit (Jupyter notebook),https://github.com/osram90/whisper/blob/ce340fd908b7f76e5cf0c0b357f2930f3f0a9cc2/teachopencadd/talktorials/019_md_simulation/talktorial.ipynb
otunmartins/FRIDGEFREENET,https://github.com/otunmartins/FRIDGEFREENET,openff-toolkit in pyproject.toml,https://github.com/otunmartins/FRIDGEFREENET/blob/3428d9663f7d986e8fdec743ec3fc96251d938b7/pyproject.toml
pablo-arantes/Cloud-Bind,https://github.com/pablo-arantes/Cloud-Bind,import openff.toolkit (Jupyter notebook),https://github.com/pablo-arantes/Cloud-Bind/blob/bb3c3d829e064fb1e7a32f6039c354176556ea86/Uni_Dock%2BMD.ipynb
pablo-arantes/EGB_2023,https://github.com/pablo-arantes/EGB_2023,import openff.toolkit (Jupyter notebook),https://github.com/pablo-arantes/EGB_2023/blob/433e8cc3e8a26aea53f9c1c4eeec079c9f6733ee/Protein_Membranes_EGB.ipynb
pablo-arantes/making-it-rain,https://github.com/pablo-arantes/making-it-rain,import openff.toolkit (Jupyter notebook),https://github.com/pablo-arantes/making-it-rain/blob/ce744bb53cc7e678987d4ec9caa3d7d5c027e385/Protein%2BMembranes.ipynb
patrickbryant1/Cfold,https://github.com/patrickbryant1/Cfold,openff-toolkit in environment.yml,https://github.com/patrickbryant1/Cfold/blob/a66406e981ce434b985120f8c40712d17290408c/environment.yml
patrickbryant1/Umol,https://github.com/patrickbryant1/Umol,import openff.toolkit (Python),https://github.com/patrickbryant1/Umol/blob/4c0c72484b853a3d0cf2a2226284ac0fd8cb9a0b/src/relax/openmm_relax.py
pavankum/NSP_sets,https://github.com/pavankum/NSP_sets,import openff.toolkit (Python),https://github.com/pavankum/NSP_sets/blob/e071b67bb8772487652ba7e6e76d5b55cfb26a37/3.restrict_to_n_heavy_atoms_oeversion.py
pavankum/SFE_Calcs,https://github.com/pavankum/SFE_Calcs,import openff.toolkit (Jupyter notebook),https://github.com/pavankum/SFE_Calcs/blob/44e52388c881f92a2ec1388ce7de7e0f4a80f45e/creating_gro_top.ipynb
pavankum/mlip_optimizer,https://github.com/pavankum/mlip_optimizer,import openff.toolkit (Python),https://github.com/pavankum/mlip_optimizer/blob/c61dcec63c603b537ab5f8ed583ad3633c6e7b58/src/mlip_optimizer/torsion.py
peastman/mlipbenchmarks,https://github.com/peastman/mlipbenchmarks,from openff.toolkit import ... (Python),https://github.com/peastman/mlipbenchmarks/blob/94aa55a0fe79245d8e8cd0bfc00c7394c7735e8f/simulateSpice.py
pengxingang/PocketXMol,https://github.com/pengxingang/PocketXMol,import openff.toolkit (Python),https://github.com/pengxingang/PocketXMol/blob/65488cf635c856101dbe703ac97e2f10f58e005c/evaluate/apply_openmm.py
pitmanme/system_builder,https://github.com/pitmanme/system_builder,import openff.toolkit (Python),https://github.com/pitmanme/system_builder/blob/d80007bb0e0152ff85a0eb41ba92eae63ba0bc41/system_builder_11_03_2021/ligbuild.py
plainerman/DiffDock-Pocket,https://github.com/plainerman/DiffDock-Pocket,openff-toolkit in environment.yml,https://github.com/plainerman/DiffDock-Pocket/blob/3902bdd4d42ee5254d37aa694d005a992c92ad93/environment.yml
pokynmr/POKY,https://github.com/pokynmr/POKY,import openff.toolkit (Jupyter notebook),https://github.com/pokynmr/POKY/blob/4f06ee38cce2794027f051e0907e49c447d4d6cd/Jupyter_Notebooks/Protein_ligand.ipynb
pruethemann/squeezemd,https://github.com/pruethemann/squeezemd,from openff.toolkit import ... (Python),https://github.com/pruethemann/squeezemd/blob/ce3b735e8945f8c527d920454bc7c6242402ffd2/src/2_MD_equilibration.py
quantaosun/Dock-MD-FEP,https://github.com/quantaosun/Dock-MD-FEP,import openff.toolkit (Jupyter notebook),https://github.com/quantaosun/Dock-MD-FEP/blob/c3e643990dc41482ac9d3b9cf77a72066bcfdf1a/draft_notebook/yank_20231225.ipynb
quantaosun/pl3_gmx_mmpbsa,https://github.com/quantaosun/pl3_gmx_mmpbsa,openff-toolkit in environment.yml,https://github.com/quantaosun/pl3_gmx_mmpbsa/blob/f3ae8640c1117d0a87dcef43a488e3982975aa2c/environment.yml
quantaosun/pl4,https://github.com/quantaosun/pl4,openff-toolkit in environment.yml,https://github.com/quantaosun/pl4/blob/434724af86cd7595bac13946ed725193684b1a68/environment.yml
